rtime,src,dst,sp,dp,size,tag
36689,43,42,39443,59575,1682340,18
36917,33,31,20570,62526,1683345,13
36920,32,31,20570,62526,1682090,13
36941,33,31,20570,62526,1683886,13
36949,31,33,20570,62526,1683704,13
36949,32,33,20570,62526,1681128,13
36950,32,31,20570,62526,1681341,13
37005,41,42,39443,59575,1684021,18
37006,43,42,39443,59575,1683376,18
37012,31,33,20570,62526,1679845,13
37013,32,33,20570,62526,1679986,13
37030,41,42,39443,59575,1683381,18
37041,43,42,39443,59575,1679986,18
37047,31,33,20570,62526,1677066,13
37048,32,33,20570,62526,1683417,13
37150,33,31,20570,62526,1682861,13
37164,32,31,20570,62526,1683099,13
37168,33,31,20570,62526,1681015,13
37194,32,31,20570,62526,1678891,13
37266,33,32,20570,62526,1683165,13
37266,31,32,20570,62526,1682674,13
37277,31,33,20570,62526,1682332,13
37281,32,33,20570,62526,1684023,13
37388,51,52,13831,50159,1114865,23
37389,53,52,13831,50159,1217460,23
37392,52,53,13831,50159,1118516,23
37392,51,53,13831,50159,1106422,23
37397,52,51,13831,50159,1122667,23
37400,33,32,20570,62526,1680984,13
37400,31,32,20570,62526,1687197,13
37401,53,51,13831,50159,1209082,23
37406,51,53,13831,50159,1197845,23
37411,51,52,13831,50159,1213296,23
37421,53,51,13831,50159,1111083,23
37426,52,51,13831,50159,1225273,23
37430,51,53,13831,50159,1145653,23
37430,52,53,13831,50159,1218641,23
37435,51,52,13831,50159,1174401,23
37449,53,51,13831,50159,1135790,23
37451,51,53,13831,50159,1200854,23
37451,52,53,13831,50159,1163906,23
37453,31,32,20570,62526,1684067,13
37458,51,52,13831,50159,1188303,23
37459,52,51,13831,50159,1204208,23
37464,53,51,13831,50159,1187239,23
37469,52,53,13831,50159,1218612,23
37473,53,52,13831,50159,1126858,23
37493,53,52,13831,50159,1173634,23
37507,53,52,13831,50159,1195731,23
37514,31,32,20570,62526,1681660,13
37536,52,51,13831,50159,1147725,23
37655,33,32,20570,62526,1681799,13
37672,33,32,20570,62526,1682503,13
38452,52,51,13831,50159,1129433,23
38452,51,53,13831,50159,1169046,23
38453,53,51,13831,50159,1122935,23
38454,52,53,13831,50159,1194052,23
38472,53,51,13831,50159,1128752,23
38478,52,53,13831,50159,1207060,23
38479,52,51,13831,50159,1137544,23
38489,53,51,13831,50159,1149279,23
38491,51,53,13831,50159,1192240,23
38494,52,53,13831,50159,1217443,23
38503,52,51,13831,50159,1160525,23
38508,51,53,13831,50159,1194980,23
38532,52,51,13831,50159,1178703,23
38543,52,53,13831,50159,1211168,23
38547,51,53,13831,50159,1193608,23
38548,53,51,13831,50159,1161294,23
38676,51,52,13831,50159,1180984,23
38679,53,52,13831,50159,1176910,23
38692,53,52,13831,50159,1203381,23
38713,51,52,13831,50159,1193447,23
38741,51,52,13831,50159,1162488,23
38743,53,52,13831,50159,1170263,23
38837,51,52,13831,50159,1141012,23
38839,53,52,13831,50159,1146207,23
39048,41,42,39443,59575,1685412,19
39049,43,42,39443,59575,1689124,19
39049,41,43,39443,59575,1682382,19
39052,43,41,39443,59575,1681057,19
39055,42,43,39443,59575,1682769,19
39057,42,41,39443,59575,1683707,19
39073,41,43,39443,59575,1683648,19
39081,42,41,39443,59575,1683477,19
39084,43,42,39443,59575,1685851,19
39089,43,41,39443,59575,1681596,19
39090,41,42,39443,59575,1680714,19
39118,41,43,39443,59575,1684464,19
39123,41,42,39443,59575,1685457,19
39124,42,43,39443,59575,1680808,19
39132,43,41,39443,59575,1684830,19
39135,42,41,39443,59575,1685404,19
39153,42,43,39443,59575,1685038,19
39154,41,43,39443,59575,1683168,19
39155,41,42,39443,59575,1683172,19
39171,42,41,39443,59575,1683426,19
39180,42,43,39443,59575,1684486,19
39194,43,42,39443,59575,1684809,19
39217,43,42,39443,59575,1683252,19
39223,43,41,39443,59575,1683106,19
39472,53,51,13831,50159,1130200,23
39472,52,51,13831,50159,1142323,23
39503,51,53,13831,50159,1110740,23
39504,52,53,13831,50159,1128419,23
39550,52,51,13831,50159,1125651,23
39551,53,51,13831,50159,1122264,23
39555,51,53,13831,50159,1126842,23
39557,52,53,13831,50159,1143049,23
39558,41,43,39443,59575,1685079,19
39559,42,43,39443,59575,1681853,19
39567,51,53,13831,50159,1137488,23
39580,52,51,13831,50159,1126796,23
39586,42,41,39443,59575,1682786,19
39587,43,41,39443,59575,1680061,19
39587,53,51,13831,50159,1110328,23
39594,52,53,13831,50159,1159133,23
39594,41,43,39443,59575,1684304,19
39598,33,31,20570,62526,1685653,14
39599,31,33,20570,62526,1679521,14
39601,51,53,13831,50159,1163987,23
39601,32,31,20570,62526,1682522,14
39603,42,43,39443,59575,1682959,19
39607,32,33,20570,62526,1685007,14
39618,52,53,13831,50159,1178748,23
39622,31,33,20570,62526,1682207,14
39629,41,43,39443,59575,1682132,19
39631,43,41,39443,59575,1680479,19
39631,33,31,20570,62526,1683061,14
39646,42,41,39443,59575,1686463,19
39648,32,33,20570,62526,1685725,14
39652,22,21,43114,10902,2087927,9
39654,33,31,20570,62526,1682889,14
39654,42,43,39443,59575,1686087,19
39655,22,23,43114,10902,2087854,9
39655,31,33,20570,62526,1686165,14
39655,41,43,39443,59575,1682377,19
39658,33,32,20570,62526,1684373,14
39661,21,23,43114,10902,2087121,9
39669,31,32,20570,62526,1687802,14
39669,42,41,39443,59575,1685171,19
39672,52,51,13831,50159,1120245,23
39673,53,51,13831,50159,1106351,23
39673,33,31,20570,62526,1678595,14
39679,31,33,20570,62526,1688218,14
39681,32,31,20570,62526,1681484,14
39683,21,23,43114,10902,2086417,9
39690,42,41,39443,59575,1682841,19
39690,22,21,43114,10902,2090286,9
39691,23,21,43114,10902,2089068,9
39696,32,33,20570,62526,1684009,14
39698,31,32,20570,62526,1684434,14
39703,42,43,39443,59575,1679972,19
39709,43,41,39443,59575,1679236,19
39709,23,22,43114,10902,2089181,9
39712,21,22,43114,10902,2089302,9
39714,43,42,39443,59575,1682644,19
39725,31,32,20570,62526,1681084,14
39725,33,32,20570,62526,1683186,14
39725,22,23,43114,10902,2089993,9
39727,41,42,39443,59575,1684164,19
39728,23,21,43114,10902,2092138,9
39740,43,41,39443,59575,1683886,19
39746,21,22,43114,10902,2089278,9
39746,43,42,39443,59575,1683803,19
39755,41,42,39443,59575,1684374,19
39757,31,32,20570,62526,1686203,14
39757,23,22,43114,10902,2088198,9
39765,23,21,43114,10902,2088971,9
39768,33,32,20570,62526,1684944,14
39772,21,23,43114,10902,2090629,9
39778,43,42,39443,59575,1680455,19
39782,41,42,39443,59575,1683342,19
39784,22,23,43114,10902,2089362,9
39788,32,33,20570,62526,1684873,14
39790,22,21,43114,10902,2086879,9
39791,32,31,20570,62526,1683242,14
39800,21,22,43114,10902,2088478,9
39801,33,32,20570,62526,1679748,14
39803,23,21,43114,10902,2089184,9
39812,43,42,39443,59575,1684893,19
39814,22,23,43114,10902,2088574,9
39817,32,31,20570,62526,1685346,14
39819,41,42,39443,59575,1681231,19
39822,21,23,43114,10902,2088940,9
39828,21,22,43114,10902,2087031,9
39877,23,22,43114,10902,2088934,9
39891,22,21,43114,10902,2090158,9
39903,23,22,43114,10902,2088906,9
39979,51,52,13831,50159,1188667,23
39982,53,52,13831,50159,1187050,23
40029,51,52,13831,50159,1196195,23
40031,53,52,13831,50159,1198954,23
40068,33,31,20570,62526,1684359,14
40083,33,31,20570,62526,1681813,14
40097,32,33,20570,62526,1681333,14
40098,33,31,20570,62526,1683578,14
40098,31,33,20570,62526,1684422,14
40103,32,31,20570,62526,1682109,14
40118,51,52,13831,50159,1208974,23
40121,53,52,13831,50159,1209216,23
40137,51,52,13831,50159,1206383,23
40138,32,31,20570,62526,1679267,14
40143,53,52,13831,50159,1212463,23
40148,31,33,20570,62526,1680350,14
40149,32,33,20570,62526,1680326,14
40165,32,31,20570,62526,1683149,14
40177,31,33,20570,62526,1683322,14
40187,32,31,20570,62526,1683328,14
40198,32,33,20570,62526,1680798,14
40207,31,33,20570,62526,1677536,14
40248,32,33,20570,62526,1683295,14
40341,31,32,20570,62526,1686941,14
40345,33,32,20570,62526,1681885,14
40348,33,31,20570,62526,1682809,14
40373,31,32,20570,62526,1681793,14
40386,33,32,20570,62526,1682611,14
40407,31,32,20570,62526,1682662,14
40412,33,32,20570,62526,1682645,14
40443,31,32,20570,62526,1684847,14
40460,51,53,13831,50159,1133778,23
40463,52,53,13831,50159,1154207,23
40464,33,32,20570,62526,1681483,14
40477,52,51,13831,50159,1214509,23
40479,53,51,13831,50159,1202937,23
40599,51,53,13831,50159,1120056,23
40603,52,53,13831,50159,1133629,23
40618,51,53,13831,50159,1108985,23
40623,52,53,13831,50159,1129501,23
40667,52,51,13831,50159,1208308,23
40667,53,51,13831,50159,1196620,23
40670,51,53,13831,50159,1114022,23
40670,52,53,13831,50159,1123127,23
40689,52,51,13831,50159,1178843,23
40696,53,51,13831,50159,1177000,23
40735,53,51,13831,50159,1155458,23
40735,52,51,13831,50159,1165762,23
41263,51,52,13831,50159,1112315,23
41265,53,52,13831,50159,1122592,23
41358,51,52,13831,50159,1131935,23
41359,53,52,13831,50159,1141346,23
41379,51,52,13831,50159,1149710,23
41382,53,52,13831,50159,1157707,23
41560,51,52,13831,50159,1162649,23
41560,53,52,13831,50159,1166682,23
42754,51,53,13831,50159,1198343,24
42756,52,53,13831,50159,1218878,24
42760,51,52,13831,50159,1136985,24
42760,53,52,13831,50159,1136439,24
42777,51,52,13831,50159,1188731,24
42777,53,51,13831,50159,1195883,24
42778,52,51,13831,50159,1208068,24
42782,53,52,13831,50159,1187794,24
42784,52,53,13831,50159,1118872,24
42785,51,53,13831,50159,1107247,24
42799,51,53,13831,50159,1200906,24
42802,51,52,13831,50159,1109903,24
42803,52,51,13831,50159,1138125,24
42803,52,53,13831,50159,1218718,24
42804,53,51,13831,50159,1174202,24
42817,51,53,13831,50159,1146473,24
42823,53,51,13831,50159,1218053,24
42824,51,52,13831,50159,1207249,24
42826,52,51,13831,50159,1227557,24
42827,52,53,13831,50159,1164513,24
42842,53,51,13831,50159,1126952,24
42864,52,51,13831,50159,1187851,24
42864,53,52,13831,50159,1111516,24
42872,53,52,13831,50159,1209389,24
43151,51,53,13831,50159,1115964,24
43152,52,53,13831,50159,1129674,24
43171,51,53,13831,50159,1119914,24
43171,52,53,13831,50159,1137555,24
43188,52,51,13831,50159,1178968,24
43190,53,51,13831,50159,1161684,24
43201,51,52,13831,50159,1192720,24
43201,53,52,13831,50159,1197959,24
43204,53,51,13831,50159,1182431,24
43204,52,53,13831,50159,1217761,24
43207,51,53,13831,50159,1195208,24
43223,51,52,13831,50159,1193461,24
43225,53,52,13831,50159,1201131,24
43227,51,53,13831,50159,1181187,24
43231,53,51,13831,50159,1149207,24
43244,52,53,13831,50159,1193583,24
43260,51,52,13831,50159,1194180,24
43265,52,51,13831,50159,1194177,24
43269,51,52,13831,50159,1162643,24
43275,53,52,13831,50159,1203751,24
43289,52,51,13831,50159,1160790,24
43292,53,52,13831,50159,1170358,24
43423,52,51,13831,50159,1157531,24
43425,53,51,13831,50159,1146442,24
43447,52,51,13831,50159,1142777,24
43449,53,51,13831,50159,1130914,24
43459,51,53,13831,50159,1119980,24
43462,52,53,13831,50159,1126091,24
43470,52,51,13831,50159,1126802,24
43481,51,53,13831,50159,1110566,24
43485,52,53,13831,50159,1128777,24
43499,53,51,13831,50159,1110404,24
43502,52,53,13831,50159,1120212,24
43506,51,53,13831,50159,1102249,24
43515,51,52,13831,50159,1127357,24
43519,53,52,13831,50159,1128770,24
43567,51,52,13831,50159,1137856,24
43568,53,52,13831,50159,1143541,24
43621,53,51,13831,50159,1170035,24
43621,52,51,13831,50159,1178801,24
43626,51,52,13831,50159,1189009,24
43627,53,52,13831,50159,1187012,24
43666,53,51,13831,50159,1209576,24
43667,51,52,13831,50159,1196085,24
43677,52,51,13831,50159,1220984,24
43696,53,52,13831,50159,1199309,24
43709,52,53,13831,50159,1219646,24
43713,51,53,13831,50159,1206726,24
43763,51,53,13831,50159,1193051,24
43774,52,51,13831,50159,1208785,24
43775,53,51,13831,50159,1196382,24
43776,52,53,13831,50159,1179129,24
43786,52,53,13831,50159,1214836,24
43793,51,53,13831,50159,1166297,24
43807,51,52,13831,50159,1149273,24
43809,53,52,13831,50159,1155693,24
43863,52,51,13831,50159,1154110,24
43864,53,51,13831,50159,1141289,24
43929,51,53,13831,50159,1120492,24
43930,52,53,13831,50159,1133227,24
43941,51,52,13831,50159,1108809,24
43943,53,52,13831,50159,1119354,24
43950,53,51,13831,50159,1117360,24
43964,52,51,13831,50159,1123749,24
43972,53,51,13831,50159,1122760,24
43990,52,51,13831,50159,1131081,24
44001,51,52,13831,50159,1132164,24
44002,53,52,13831,50159,1141853,24
44022,51,53,13831,50159,1150429,24
44024,52,53,13831,50159,1165532,24
44031,52,51,13831,50159,1178449,24
44049,53,51,13831,50159,1167172,24
56316,41,43,17811,27178,2005876,40
56334,41,42,17811,27178,2003822,40
56367,42,43,17811,27178,1191831,40
56395,42,43,17811,27178,1199945,40
56419,43,42,17811,27178,1615260,40
56433,42,41,17811,27178,1200213,40
56434,43,41,17811,27178,1608217,40
56437,42,43,17811,27178,1192851,40
56443,41,42,17811,27178,2001348,40
56459,41,43,17811,27178,2002859,40
56467,42,43,17811,27178,1189556,40
56509,43,42,17811,27178,1609737,40
56522,42,41,17811,27178,1193377,40
56535,41,43,17811,27178,2001654,40
56537,43,42,17811,27178,1613594,40
56543,42,41,17811,27178,1193612,40
56545,41,42,17811,27178,1995574,40
56567,43,41,17811,27178,1617262,40
56574,43,42,17811,27178,1615627,40
56578,41,42,17811,27178,1999357,40
56578,41,43,17811,27178,2006542,40
56608,43,41,17811,27178,1605354,40
56619,42,41,17811,27178,1197320,40
56739,43,41,17811,27178,1601628,40
58195,42,43,17811,27178,1191971,40
58220,42,43,17811,27178,1190984,40
58249,42,43,17811,27178,1198145,40
58262,42,43,17811,27178,1196802,40
58359,41,43,17811,27178,2017760,40
58595,41,43,17811,27178,2014748,40
58617,31,33,5204,54269,2342360,35
58619,41,43,17811,27178,2014102,40
58626,31,32,5204,54269,2342000,35
58637,41,43,17811,27178,1996843,40
58662,32,31,5204,54269,1975957,35
58666,33,31,5204,54269,2156672,35
58670,32,33,5204,54269,1987088,35
58679,31,33,5204,54269,2328583,35
58679,33,32,5204,54269,2165860,35
58690,31,32,5204,54269,2334193,35
58710,32,33,5204,54269,1976538,35
58713,31,32,5204,54269,2336915,35
58741,32,33,5204,54269,1971879,35
58744,32,31,5204,54269,1976210,35
58755,33,32,5204,54269,2169293,35
58771,42,41,17811,27178,1188042,40
58772,31,33,5204,54269,2333081,35
58778,33,31,5204,54269,2166014,35
58789,43,41,17811,27178,1607484,40
58796,32,31,5204,54269,1983010,35
58797,33,32,5204,54269,2157380,35
58824,33,31,5204,54269,2158820,35
58828,42,41,17811,27178,1191005,40
58829,43,41,17811,27178,1605560,40
58864,42,41,17811,27178,1192837,40
58889,43,41,17811,27178,1616598,40
58937,41,42,17811,27178,2008233,40
58939,43,42,17811,27178,1605451,40
58965,42,41,17811,27178,1190310,40
58971,43,41,17811,27178,1608308,40
59005,41,42,17811,27178,2011106,40
59074,53,51,58479,14318,1180462,45
59082,41,42,17811,27178,2006539,40
59108,51,53,58479,14318,1135490,45
59113,41,42,17811,27178,2009180,40
59115,52,53,58479,14318,829589,45
59115,52,51,58479,14318,831161,45
59161,52,53,58479,14318,834895,45
59170,52,51,58479,14318,832523,45
59181,53,52,58479,14318,1182741,45
59187,53,51,58479,14318,1177952,45
59188,51,53,58479,14318,1140097,45
59190,52,51,58479,14318,826194,45
59210,51,53,58479,14318,1149021,45
59219,51,52,58479,14318,1142898,45
59222,53,51,58479,14318,1180054,45
59227,52,53,58479,14318,826841,45
59239,51,53,58479,14318,1145883,45
59245,52,51,58479,14318,830048,45
59253,52,53,58479,14318,829145,45
59296,53,51,58479,14318,1177353,45
59300,53,52,58479,14318,1178740,45
59303,51,52,58479,14318,1135398,45
59317,51,52,58479,14318,1142342,45
59341,51,52,58479,14318,1143341,45
59359,43,42,17811,27178,1614356,40
59360,53,52,58479,14318,1181752,45
59375,53,52,58479,14318,1181530,45
59386,43,42,17811,27178,1610901,40
59406,43,42,17811,27178,1613578,40
59571,42,43,17811,27178,1197073,40
59573,41,43,17811,27178,2004847,40
59712,42,43,17811,27178,1192423,40
59750,41,43,17811,27178,2002260,40
59818,41,43,17811,27178,2011166,40
59818,42,43,17811,27178,1192956,40
59888,41,43,17811,27178,2004531,40
60016,43,41,17811,27178,1606280,40
60040,42,41,17811,27178,1196773,40
60068,42,43,17811,27178,1192652,40
60284,42,41,17811,27178,1191562,40
60288,43,41,17811,27178,1607401,40
60345,42,41,17811,27178,1193479,40
60346,43,41,17811,27178,1616298,40
60370,42,41,17811,27178,1185790,40
60372,43,41,17811,27178,1606566,40
60603,41,42,17811,27178,2004494,40
60606,43,42,17811,27178,1606557,40
60695,32,31,5204,54269,1977214,35
60696,53,51,58479,14318,1186587,45
60697,33,31,5204,54269,2165228,35
60698,52,51,58479,14318,833239,45
60738,53,51,58479,14318,1184326,45
60745,52,51,58479,14318,828232,45
60747,33,31,5204,54269,2160197,35
60762,32,31,5204,54269,1978410,35
60773,53,51,58479,14318,1179282,45
60775,52,51,58479,14318,834848,45
60794,32,31,5204,54269,1983099,35
60796,33,31,5204,54269,2165752,35
60813,52,51,58479,14318,826583,45
60813,53,51,58479,14318,1179835,45
60908,32,33,5204,54269,1980371,35
60909,31,33,5204,54269,2333297,35
60914,43,42,17811,27178,1608562,40
60937,43,42,17811,27178,1616500,40
60946,31,33,5204,54269,2345241,35
60959,32,33,5204,54269,1981084,35
60960,43,42,17811,27178,1607588,40
60990,31,33,5204,54269,2347067,35
60996,32,33,5204,54269,1977199,35
61004,41,42,17811,27178,2004640,40
61116,41,43,17811,27178,1999146,40
61202,33,32,5204,54269,2159200,35
61213,41,43,17811,27178,2003603,40
61234,33,32,5204,54269,2161513,35
61247,42,43,17811,27178,1199332,40
61267,42,43,17811,27178,1193707,40
61267,31,32,5204,54269,2329537,35
61278,33,32,5204,54269,2165579,35
61293,41,42,17811,27178,2002850,40
61312,41,42,17811,27178,1996624,40
61320,31,32,5204,54269,2338008,35
61323,42,43,17811,27178,1201212,40
61324,41,43,17811,27178,2011835,40
61330,51,53,58479,14318,1144428,45
61352,31,32,5204,54269,2349120,35
61357,42,43,17811,27178,1191892,40
61358,41,43,17811,27178,2006799,40
61362,51,52,58479,14318,1140858,45
61362,53,52,58479,14318,1184015,45
61363,52,53,58479,14318,827715,45
61405,51,52,58479,14318,1148502,45
61412,53,52,58479,14318,1180357,45
61418,51,53,58479,14318,1135920,45
61426,52,53,58479,14318,828328,45
61439,51,52,58479,14318,1143053,45
61441,53,52,58479,14318,1183632,45
61457,42,41,17811,27178,1194317,40
61460,43,41,17811,27178,1608379,40
61486,51,53,58479,14318,1147482,45
61490,52,53,58479,14318,826291,45
61493,53,52,58479,14318,1175967,45
61510,51,53,58479,14318,1148139,45
61514,51,52,58479,14318,1143779,45
61527,52,53,58479,14318,830221,45
61529,42,41,17811,27178,1189525,40
61531,43,41,17811,27178,1607028,40
61577,42,41,17811,27178,1191580,40
61630,42,41,17811,27178,1191637,40
61663,53,51,58479,14318,1181354,45
61665,52,51,58479,14318,835773,45
61687,53,51,58479,14318,1178128,45
61706,52,51,58479,14318,823286,45
61742,43,41,17811,27178,1609867,40
61764,43,41,17811,27178,1606560,40
61846,52,51,58479,14318,832959,45
61849,53,51,58479,14318,1180529,45
61975,53,51,58479,14318,1182759,45
62010,52,51,58479,14318,833686,45
62108,32,33,5204,54269,1973860,35
62111,31,33,5204,54269,2337852,35
62157,31,33,5204,54269,2331801,35
62165,32,33,5204,54269,1976538,35
62235,41,42,17811,27178,2007816,40
62257,33,31,5204,54269,2159979,35
62258,32,31,5204,54269,1986584,35
62289,33,31,5204,54269,2158023,35
62306,32,31,5204,54269,1975834,35
62334,31,33,5204,54269,2340401,35
62336,32,33,5204,54269,1977611,35
62337,43,42,17811,27178,1609854,40
62376,32,31,5204,54269,1984185,35
62402,33,31,5204,54269,2158475,35
62404,52,53,58479,14318,825296,45
62407,41,43,17811,27178,2005009,40
62408,42,43,17811,27178,1194324,40
62418,51,53,58479,14318,1150574,45
62446,41,43,17811,27178,2003861,40
62449,42,43,17811,27178,1191774,40
62468,53,51,58479,14318,1184606,45
62472,52,51,58479,14318,828853,45
62485,41,43,17811,27178,2012500,40
62487,42,43,17811,27178,1186448,40
62547,51,52,58479,14318,1144014,45
62550,53,52,58479,14318,1182564,45
62571,13,11,40794,36950,12058228,0
62582,33,32,5204,54269,2153456,35
62585,31,32,5204,54269,2341708,35
62592,51,52,58479,14318,1139677,45
62596,53,52,58479,14318,1183795,45
62620,53,51,58479,14318,1179324,45
62621,52,51,58479,14318,827947,45
62631,51,53,58479,14318,1146147,45
